	Мария Грипе
	Папасының, әйтеуір, құрып бара жатқанда, футболы бар. Ал мамасында — тек қана Сессан.





12


	Эльвис сол күйі әлі қамауда отыр. Мамасы оны ас үйге өзімен бірге түскі ас ішуге ғана шығарды да, артынан оны қайта қамап қойды. Бұл ісіне өзі қамығып жүрсе де мамасы бүгін дегенінен қайтпайтын қатал болуға тырысты.

	— Маған да бұл ұнайды екен деп ойлама,— деді ол,— саған қандай қиын болса, маған да сондай, бірақ басқа амал бар ма? Ойыңа келгеннің бәрін істей беруге болмайтынын сенің ақырында түсінуің керек қой. Ұқтың ба?
